country,description,variety
Germany,"This wine reeks of intensity, from its powerful aromas of musk and dried pineapple to its somewhat monolithic honeyed fruit flavors and enormous sugar levels. It's impressively concentrated—enough to stand up to almost any dessert you choose to throw at it.",Silvaner
Germany,"Ripe nose of peach, apricot and honey with some petrol. This is sweet yet refreshing, with moderately concentrated ripe flavors. Smooth texture across the palate, attractive mineral notes and some spice on the finish.",Riesling
Germany,"The appealing nose of lemony-lime aromas features a hint of honey. This medium-sweet wine with a gripping crispness is fairly light-bodied and slightly loose-knit, but refreshing, with moderately intense flavors of citrus cocktail. A nice earthy kick chimes in on the finish.",Scheurebe
Germany,"This is a rather sweet auslese, but the sugars are balanced by crisp acids, which impart backbone to the wine. They form a solid spine from which the opulent flavors of superripe pineapple and honeyed citrus are suspended. Finishes with verve and a flourish of crushed-stone minerality.",Riesling
Germany,"Not a stereotypical fruity Riesling, the 2009 Qvinterra features plenty of savory, umami-like notes of broth and brine to go along with hints of sun-warmed peaches. It's medium bodied, with a long, velvety-textured finish unusual for a white wine. Intriguing.",Riesling
Germany,"Medium-gold in color, with a pronounced nose of ripe yellow peach and nectarine and hints of spice and minerality. Crisp, with juicy, sweet, ultraripe yellow fruit flavors following on the palate, but quite loose-knit texture. Simple easy-drinking.",Riesling
Germany,"Starts off with an almost indescribable note of petrichor, then develops more apple, citrus and even a hint of peachy ripeness. It's plump and medium in body, with lovely balance to the off-dry finish.",Riesling
Germany,"This wine starts off a bit funky and earthy on the nose, but opens up to reveal more floral and lime-like scents. At 13% alcohol, it's medium bodied and impressively dry tasting, with lime blossom and pineapple fruit balanced by crisp acids. Drink now.",Riesling
Germany,"Light nose, not showing much intensity on this pale gold Riesling. Slightly resinous, showing more on the palate with ripe stone-fruit flavors, hints of melon and pineapple. Quite sweet and rich, with slightly syrupy texture. Pleasing but straightforward and simple.",Riesling
Germany,"Pale gold in color. The savory, earthy nose shows dried herbs and a hint of honey. This is off-dry, but very well balanced by crisp acidity, leaving it refreshing across the palate. Moderately intense juicy citrus, cantaloupe and nectarine flavors. A little loose knit and simple on the finish.",Riesling
Germany,"Shows ample complexity on the nose, offering up hints of dried apricot and crushed stone to go alongside dominant notes of superripe apple. On the palate, although this lacks the zest and freshness of the very best auslese, it's still a leasing package, combining hints of honeyed richness with ripe pears and spice. Drink over the next 5–10 years.",Riesling
Germany,"Thick, viscous and sweet, Erbes' one-star auslese lacks the finesse and racy elegance of the best examples, but still offers sweet flavors of dried pineapple and ripe melon, balanced by hints of petrol. A slightly earthy, bitter note creeps in on the finish. Imported by Chapin Cellars, LLC.",Riesling
Germany,"Broad aromas of ripe yellow fruit and a hint of flint on the palate. Sweet and moderately rich in texture, but slightly loose knit and simple, with attractively ripe and juicy stone-fruit flavors and a touch of minerality shining through on the finish.",Riesling
Germany,"Fresh-smelling, like citrus and green herbs or grass, this medium-bodied Riesling is not very fruity, displaying a more sandstone-mineral character on the palate. There's a vaguely umami aspect to it as well, as it ends on a mouthwatering beefy or briny note. Drink now.",Riesling
Germany,"Silvaner isn't exactly the world's best known grape variety, but if more of them were this good, it would gain a larger following. This wine is full-bodied and close to bone dry, with a creamy texture that carries its intense flavors of mineral and spice across the palate to a long, satisfying close.",Silvaner
Germany,"This offering from the Mosel's most hallowed site starts off thick and unctuous in the mouth, yet lacks the persistence and intensity of flavor exhibited by some of its 2006 counterparts. Still, the aromas and flavors present a gorgeous mix of dried apricot, ripe pear and melon with touches of honey and restrained minerality.",Riesling
Germany,"Scents of ripe apples and a hint of dried apricot are pleasant enough, but the wine is simple and sweet, lacking richness or depth.",Riesling
Germany,This one tries to capitalize on the trendiness of rosé and Pinot Noir but ultimately only succeeds in putting forth some vaguely melony flavors and hinting at strawberry on the sweet finish.,Pinot Noir
Germany,"Fresh and fruity on the nose, this wine's pear and apple flavors turn sweet and a bit heavy on the palate. There's a refreshing bite on the finish, but not quite enough to lighten the midpalate.",Riesling
Germany,"Lithe and streamlined, with spare fruit aboard a minerally frame. Kerosene and petrol notes dominate, ending with a burst of fresh lime-like flavors.",Riesling
Germany,"Ripe aromas of fig, marmalade and honey, with hints of resin and balsamic. This is sweet and richly textured, but slightly heavy and low in acid. Moderately high flavor intensity showing similar flavors as on the nose. Fairly long, but shows a touch bitterness on the finish.",Gewürztraminer
Germany,"An attractive nose of wild strawberries, red currants and cranberries is followed by a dry, nicely round feeling on the palate, with a medley of ripe wild forest fruit and a savory earthy note. This medium-bodied wine displays ample flavor intensity and a smooth, moderately long finish.",Rosé
Germany,"An unoaked blend of 68% Chardonnay and 32% Pinot Blanc, with the peach and sweet-corn Chard flavors to pair with the orange and grapefruit notes of the Pinot Blanc. It's round and mouthfilling, finishing with hints of spice and citrus. Drink now.",Chardonnay-Pinot Blanc
Germany,"Slaty minerality frames bold pineapple and lime aromas and flavors in this medium-bodied, nearly dry Riesling. Fresh and minerally on the finish.",Riesling
Germany,"This is a lithe, sinewy wine, powerful yet lean, with coiled intensity to its crisp citrus and mineral flavors. It finishes long and tart, with the bracing acids suggestive of a long evolution. Hold 3–5 years and see if it blossoms.",Riesling
Germany,"Light in weight, but distressingly lacking in flavor as well, with modest melon and anise notes that finish soft and short.",Riesling
Germany,"The aromas speak to the uniqueness of the grape variety, offering up funky pink grapefruit and ginger notes, but the flavors are overly sweet, lacking proper balance.",Scheurebe
Germany,"Light in weight, as expected from the Mosel, but it also lacks richness or depth. There's a burnt matchstick note to the aromas, then simple, short-lived flavors of melon and citrus. Imported by Chapin Cellars, LLC.",Riesling
Germany,"This thick, oily-textured wine lacks the freshness and vibrance expected from a Mosel Riesling, but does offer some suggestion of minerality and some vaguely apple-like fruit.",Riesling
Germany,"Pale ruby color. Predominantly earthy savory aromas with hints of baked red fruit. Medium bodied, slightly chunky and rustic, with grippy tannins, but ample flavors of ripe red fruits and earthy minerality. Fairly long finish.",Pinot Noir
Germany,"Pale copper in color, this is a lean, angular rosé that's rather neutral on the nose, then offers only sour cherry flavors on the tart finish.",Spätburgunder
Germany,"Despite a laudable pale copper color, this wine has a rather coarse, tannic texture that dampens its melon and appleskin flavors. Turns slightly bitter on the finish.",Pinot Noir
Germany,"Fairly intense aromas of jammy black and red fruit: plums, blackberries and cassis, with notes of coffee and vanilla. On the palate, this is warm, with lots of sweet baking spices and baked black fruit. Fairly simple with a slightly syrupy texture and a warm, spicy finish.",Cabernet Sauvignon
Germany,"Mid-gold in color, with a richly honeyed nose, slightly caramel like, showing ultraripe yellow fruits, spice and earthy tuber notes. Earthiness and sweet ripeness follow through on the palate, but it tastes quite fresh. Loose knit, but simple and easy drinking. Finishes slightly short with a resinous kick.",Riesling
Germany,"Part of Dr. Loosen's stable, this is a reasonably dry Riesling at a reasonable price. Petrichor and grapefruit lead the way, with hints of riper citrus fruits helping to round out the midpalate. Ends on notes of anise, crushed stone and citrus.",Riesling
Germany,"This is a broad, sweet, full-bodied dessert wine that lacks the crisp acids necessary for a higher degree of balance. Instead, it delivers intense honey and pineapple flavors that stick stubbornly to the palate. Probably best with sweet desserts.",Silvaner
Germany,"On the dry side, this medium-bodied kabinett clocks in at 11% alcohol but seems balanced anyway, with peach and pear aromas and flavors given complexity through notes of smoke, clover blossom and mint. Crisp and refreshing on the finish.",Riesling
Germany,"A blend of Weissburgunder and Sylvaner, this accessibly priced Icewine features aromas of honey, caramel and citrus, with flavors of honey, tea and citrus that are sweet and enjoyable without being profound. Overall, it's soft and sweet; fine as an affordable by-the-glass offering.",White Blend
Germany,"This sweet spätlese displays some rather funky, sweaty aromas, but also ample apple and citrus fruit, and the resulting combination is both likable and complex. The crisp, green-apple finish fades a bit quickly, but this is a pleasant warm-weather sipper.",Riesling
Germany,"Pale lemon in color. Restrained at first and quite reduced, but opens up in the glass to show appealing citrus and white peach aromas. Crisp and juicy, with citrus flavors predominating—tangerine, ruby red grapefruit and meyer lemon. Medium sweet, refreshing but slightly short on the finish.",Riesling
Germany,"To judge by its nose, this medium-bodied Riesling is quiet and introverted. And the flavors are also relatively neutral, with a slight earthiness and savory character defining its profile. Has the same lingering beefy-brininess on the finish as the other Liebfruenstift wines, just not as intense.",Riesling
Germany,"Raimund Prüm's Blue Slate is developing into a consistent performer, marrying hints of ripe fruit—peach or nectarine and melon—with crisp citrusy notes and an underlying minerality that gives it an almost dry finish. Drink now.",Riesling
Germany,"Quite subdued on the nose, with delicate notes of mixed wild berries and a savory earthiness. Light-bodied and refreshing, with soft tannins and moderate intensity of red berries: cranberries, loganberries and wild strawberries. Fairly simple, but an honest, pale ruby-colored  wine.",Pinot Noir
Germany,"A bit lighter in body and fruitier in style than the very similar 2009 Kirchenschlüssel, this dry Riesling displays crisp apple and citrus flavors alongside deeper, earthier, more savory notes.",Riesling
Germany,"Frankly sweet and almost flabby, with plenty of sugar, petrolly minerality and ripe pear flavors, but this wine lacks the buoyant citrusy zest needed for balance and length.",Riesling
Germany,This is a plump Pinot Gris that does show a bit of its 13.5% alcohol. Pleasant smoke and citrus aromas give way to grapefruit and spice flavors that fade a bit quickly on the finish.,Pinot Gris
Germany,"Candied nose of sweet red currants, cherries and savory herbs. On the palate, this is quite warm, with mild cherry compote, forest floor and earthy flavors. Simple and a little dilute, but easy drinking, with a pleasantly fruity finish.",Rosé
Germany,"A medium-bodied, dry Silvaner, with modestly earthy, minerally and grapefruity aromas and citrus and mineral flavors. It finishes clean and fresh, with only 11% alcohol. Serve as an apéritif, alone or with passed hors d'oeuvres.",Silvaner
Germany,"Much lighter in weight than many Pinot Gris on the market, this is a pretty, fruit-driven rendering of the variety, blending tropical fruit with ripe apples and hints of pink grapefruit. It's crisp and clean on the finish.",Pinot Gris
Germany,"Mid-gold in color. Earthy, heady, herbal nose with notes of tangy lime marmalade. Sweet, with a creamy, smooth texture. Tangy citrus flavors follow through with hints of resinous herbs. Pleasant and easy-drinking but with only moderate length and an earthy finish",Gewürztraminer
Germany,"Shows a weaker side of the 2006 vintage, with an overly broad mouthfeel and a certain lack of precision, but still boasts ripe apple and melon flavors.",Riesling
Germany,"Offers plenty of citrus, spanning the spectrum from lime to orange and tangerine, with just a hint of nectarine mixed in. At 8.5% alcohol, this kabinett gives an impression close to dryness, and despite despite relatively soft acids on the finish, it's nicely balanced.",Riesling
Germany,"Sweet and broad, with obvious spice, lychee and rose-petal aromatics but a disappointing lack of follow-through on the finish. It's good, but could use more vibrance and length.",Gewürztraminer
Germany,"Pale gold in color. Slightly sweet and candied aromas prevail: pear drops and white flowers. Similar flavors appear on the fairly light-bodied palate. This is fresh, fruity and easy to drink, but lacking any great depth or flavor intensity. A slight bitter note is noticeable on the finish.",Pinot Gris
Germany,"Pale ruby core with slight garnet rim. Moderately intense earthy aromas, leather, dried cherries and a hint of caramel  draw you in, while the palate is medium-bodied, with a rustic grip to the tannins. Fairly warm and chunky in texture, with flavors of ripe baked red fruits. Crisp acidity helps keep the balance. Slightly hot on the finish.",Pinot Noir
Germany,"Raumland's Marie-Luise is a blanc de noirs of 100% Pinot Noir that comes across as toasty and nutty on the nose and palate, without obvious red-berry fruitiness or the earthy, sous-bois complexity of the variety. That said, it is medium in body and does make for a nice glass of bottle-matured sparkling.",Sparkling Blend
Germany,"Supersweet and cloying, with one-dimensional honey and barley-sugar aromas and flavors. Disappointing.",Riesling
Germany,"The flight of Rheingau dessert wines this appeared in was almost universally disappointing. Like most of the others, this showed some excessively earthy aromas and flavors, although it did possess ample sweetness and attractive musk and spice notes.",Riesling
Germany,"Sweet, rich and soft, this is a nice wine, but in the context of site, producer and vintage, a bit of a disappointment. Honey and clove flavors lack extra dimensions of complexity and focus, finishing without the expected balancing zing of acidity.",Riesling
Germany,"There's a simple nose of tangy orange marmalade on this medium-gold colored wine. Similar flavors follow through on the palate with zingy lime-sherbet notes. Sweet but racy enough to compensate. Still, this is a bit one dimensional and lacking depth of flavor. Pleasant and easy-drinking, with moderate length.",Gewürztraminer
Germany,"An odd bird, this wine is almost pungent, with intense, earthy aromas that carry a nutty edge. It's hugely thick and viscous (and sweet), but the candied orange flavors lack a bit of balancing acidity.",Riesling
Germany,". Light to medium in body, this wine's modest cherry fruit is largely submerged under a layer of smoky oak. Cola and coffee flavors dominate, ending on a tart note.",Pinot Noir
Germany,"Relatively plump and succulent for a “Dry Riesling”, with honeyed, musky notes that accent ripe peach and dusty mineral flavors. Not quite dry on the finish, but powered by crisp acidity.",Riesling
Germany,"Tastes better than it smells, with strongly herbal aromas that seem almost cabbage-like giving way to flavors of cola and black cherries. Light in weight, it finishes crisply acidic, without much tannin.",Spätburgunder
Germany,"Excessively woody, with powerful smoke and cedar notes that cover modest beet flavors. The bouquet features additional oak-derived scents of vanilla and an odd, marzipan-like quality. Oak fans will think this wine's been underrated.",Spätburgunder
Germany,"This hard, stony-textured wine will be tough to warm up to for some, while rock-heads will extol its minerally virtues. Hints of lime and green plum keep it from being too austere, while it finishes cool and long.",Riesling
Germany,"This lightweight Pinot could use a larger helping of fruit. There's plenty of the earthy complexity you want in Pinot Noir—smoke, earth, beet root, mushrooms—but it all fades quickly, turning dull, with drying tannins on the finish.",Pinot Noir
Germany,"Perfumed and floral on the nose, but there's also a fair degree of crushed stone buffered by hints of green apple and citrus. Flavors are strongly floral and mineral, then finish stony and dry.",Riesling
Germany,"A full bouquet with tropical fruit, floral notes and vanilla accents opens this very friendly and lively Riesling. This offers a lot—bright and pretty orange and lime flavors and a brisk, zingy mouthfeel from the citrusy fruit and the underlying acidity. The full finish features spicy tarragon notes on top of the fruit. More Americans should try with wines like this. Best Buy.",Riesling
Germany,"Dr. Loosen's Kabinett wines sometimes approach the Spätlese level of concentration and flavor; this Spätlese could be someone's Auslese. It's decadently ripe, a rich mouthful of peaches, apricots, orange and pineapple, almost viscous and floral-honey sweet. Which is not to say it lacks acidity, structure or balance. Wonderful, spicy-sweet cinnamon and nutmeg accents offset the fruit, there's a somewhat grainy palate texture, like ultraripe pears. Finishes long.",Riesling
Germany,"A floral and lightly citric nose introduces this dry, crisply elegant Riesling. The wine cleanses the palate with compact and detailed  flavors and leaves you reaching quickly for the next sip. This brand new wine for Breuer is designed especially for early consumption and wine-by-the-glass programs, and fulfills its mission beautifully. Best Buy.",Riesling
Germany,"Smells crisp and steely, full of limes and green apples, then turns softer on the palate where ripe pears and MacIntosh apples take over. It's delicately off-dry, balanced by adequate acidity that extends through the finish.",Riesling
Germany,"Montosa is a proprietary wine from Breuer's vineyards. Attractively aromatic it displays ripe pear, kiwi and tangerine scents wiht a hint of petrol. On the palate it's like a crisp green apple, offset by stony accents and showing bright acidity. The crisp finish shows good length.",Riesling
Germany,"This is a proprietary blend of grapes that may include Lemberger, Dornfelder, Cabernet, Merlot and Sangiovese. It surprises, with handsome and ripe loganberry and black cherry fruit offset by dark, tarry, smoky barrel flavors with a chocolatey undercurrent. There's brisk acidity, but the fruit is ripe, clean and interesting, and proves that in the right hands red grapes can work in Germany's warmer Pfalz region.",Red Blend
Germany,"A lovely bouquet of ripe peach, apricot and lemon notes. Fairly round peach, tart apple and earth flavors play on the palate and linger through the clean finish with its green apple and crisp mineral elements. From a well-regarded vineyard on a heart-stopping vertical slope, known for its elegant wines, everything here is beautifully defined. This will age well.",Riesling
Germany,"Smells ripe, with honey and pear aromas that fold in apples and tangerines. The apples and pears continue on the palate, accented by baking spices—cinnamon, clove and allspice or nutmeg. The acidity is low, making this a candidate to drink now with your favorite Asian cuisine.",Riesling
Germany,"Scents of soft ripe pears are complemented by citrus and floral nuances. Turns spicy and lean on the palate, with flavors of cinnamon and clove making for an almost dusty mouthful that's even a bit austere.",Riesling
Germany,"The name translates as “the slate of Bernkastel” and this wine lives up to its name. Peachy-tropical ripe fruit is offset nicely by the pronounced mineral scent and texture, and a slight spritz. The stony side of its nature glides into a chalk-tinged, palate-cleansing finish with sweet pear flavors.",Riesling
Germany,"Floral and pineapple aromas and a touch of musky spice on the nose open this medium weight Riesling. Shows a slightly lean profile, pear/apple and lemon flavors and a decent acid spine. Turns sharper on the back end with pepper, spice and very tart citrus and green apple notes.",Riesling
Germany,"This has good, juicy fruit, with green apples, green berries, and limes leading the way. There's just a hint of white peaches too, and a full, spicy mouthfeel. It gathers strength in the finish, with hints of anise and herb.",Riesling
Germany,"The smooth, citrus-scented nose that opens this wine shows an interesting, faint candlewax-like note. Vivid, focused fruit follows—kiwi and green berries dominate—with bracing acids and a crisp slatey bottom. Fine balance keeps it light and lively despite the ripe fruit, and it extends into a clean finish of medium length.",Riesling
Germany,"Starts off with beautiful scents of minerals, dried spices and a hint of peach, but not quite as attractive on the palate, where it seems heavy at times despite some unreleased CO2. Then it turns tangy-tart on the finish. This youthful wine comes across as a bit disjointed; hopefully, that will improve over the next few months in bottle and this rating will look conservative.",Riesling
Germany,"It's an intriguing idea to blend fruit from the Rhine and the Mosel, theoretically balancing the best qualities of each. Astute tasters will catch a little bit of that in this wine, with darker spice notes playing against brighter floral nuances. The result is a pleasant if rather generic Riesling that finishes with soft pear and melon fruit.",Riesling
Germany,"This is solid, journeyman Riesling offering a full grapey bouquet with diesel and earth accents. Grape and mild citrus flavors play on the easy mouthfeel and the decently long, slightly mineral finish.",Riesling
Germany,"This straight-ahead bottling from the Loosen brothers is simply labeled Riesling.It has a surprisingly rich nose with hints of hay, diesel and citrus, while the palate shows ripe, concentrated yellow fruits. Low in alcohol (8.5%) and modest in price, this is a perfect introduction to Mosel Riesling and a great everyday wine for our Chardonnay-obsessed land. Best Buy.",Riesling
Germany,"A plump, off-dry Riesling imported in relatively large quantities (30,000 cases), this is a notable reintroduction to the grape variety. Has basic Mosel characteristics of green apple and lime aromas and flavors. There's even a soft, slightly mineral finish.",Riesling
Germany,"A nicely complex nose of apple, lemon and herbs gives way to a dry, smooth mouth full of grape flavor. An even, if slightly thin mouthfeel and smooth finish wrap it up nicely. It strikes one that Riesling is the only variety--certainly the variety that most often--does taste like grapes, as opposed to other fruits.",Riesling
Germany,"This rather rustic wine in a round wide ""bock"" bottle has a round mouthfeel, simple and earthy aromas and flavors. But a ripe, fermenting-hay note begins on the nose, continues into the mid-palate where it becomes a musty mature element on the straightforward grape flavors. Still, it might work with sausages or other country fare.",Riesling
Germany,"This citrusy wine is a bit of a one-note wonder, but it performs that note well, featuring strident lime aromas and a zippy, dry finish.",Riesling
Germany,"Light and dry, with scents of limes, fresh ferns and green apple. Flavors of green apple and citrus finish crisp and clean.",Riesling
Germany,"Smells solid, showing hints of honey and melon layered over some stony notes, but turns dull and earthy on the palate, then roughly acidic on the finish.",Riesling
Germany,"An elegant Chardonnay-based sekt, with mineral notes accented by a fine bead and appe, citrus and spice components in pleasant balance. Creamy and smooth in the mouth, with a lingering finish.",Chardonnay
Germany,"Crisp and assertive, with boldly fruity aromas of apple, pear, pineapple and melon. No yeastiness to speak of, just bright fruit and froth in a dry, fresh format. Imported by Valckenberg International, Inc.",Riesling
Germany,"Prüm's 2007 Sonnenuhr auslese shows a typical youthful yeasty-leesy-sulfur funk, but also layers of ripe pear and citrus fruit lurking underneath. It's sweet but wonderfully balanced, plump and creamy in texture and long on the finish.",Riesling
Germany,"This fruit-forward, honeyed wine is irresistably drinkable. Has pronounced aromas of baked custard and creme caramel and wildflowers at their scented peak, and drinks vibrantly fruity and rich. Beautiful acidity creates balance.",Riesling
Germany,"Slightly toasty on the nose, but there's plenty of fresh fruit as well, ranging from apple to pineapple and tangerine. Clean, fresh and easy to drink and enjoy.",Riesling
Germany,"This auslese shows a wonderfully lithe and racy character that's different from this house's typical style. Crushed stone, apple, citrus and a trace of vanilla bean mark the nose, followed by flavors of pineapple inlaid with filigreed minerality.",Riesling
Germany,"This terrific dry Riesling features a complex interplay of mineral notes, honey, peach, citrus and dried spices. At 12.5% alcohol, it's pretty full-bodied and richly textured, with touches of lingering honey and citrus on the long, mineral-inflected finish.",Riesling
Germany,"Full-bodied and viscous without being overly sweet, this intense, powerful expression of Riesling features hints of apricot, bold green apple and lime notes and a touch of mushroom. The finish boasts heaps of spice and crisp acids for balance, trailing away ever so slowly.",Riesling
Germany,"This auslese shows tremendously lush fruit and a wonderful sense of purity to its aromas and flavors. Scents of pineapple, vanilla and crushed stone lead the way, followed by notes of tropical fruit wrapped around a core of slate. Drink now–2015.",Riesling
Germany,"This youthful auslese is still showing a lot of postfermentation estery characters: it's very perfumed and floral, with such tropical notes as banana and pineapple. The fruit is nearly overwhelming, and the wine is on the sweet side, so it's easy to overlook the underlying minerality, but it's there. Worth cellaring until at least 2015.",Riesling
Germany,"This wine's initial aromatics come across as rather subdued, but give them some time and they begin to unfurl into minerally billows of slate and citrus. This shows the crisp, tight structure of the Saar—it's a tightly coiled spring of green apple and citrus fruits around a core of minerality. Should age through 2015.",Riesling
Germany,"A pure expression of Mosel Riesling, with touches of flowershop greens, apple and lime. It's sweet but amply structured, with a core of crisp, juicy fruit and a long finish that echoes hints of honey and slate.",Riesling
Germany,"Right now the aromas are a bit tight—even steely—with just modest hints of apple and lime, but the fruit comes to the fore on the palate, exploding with baked apple and spice flavors, balanced by zippy acids. Best from 2011–2015.",Riesling
Germany,"Knyphausen's 2007 Erstes Gewächs wines from Erbach make a stunning couple. The Marcobrunn comes across as slightly cooler, not quite as rich or dense as the Steinmorgen, but possible more elegant. The apple, melon, citrus and mineral notes are delicately interwoven on the long, classy finish.",Riesling
Germany,"Here's a racy Riesling that won't break your budget. Has everything you look for: pretty apple, peach, and honey aromas, with a distinct trace of sun-warmed slate, and long, rich, fruity, flowery flavors. Just a bit off-dry, it's balanced with crisp acidity.",Riesling
Germany,"Floral elements mark the nose, while the flavors of melon and vanilla also carry some slate-like minerality. It's plump and creamy without being overdone, finishing with a touch of spice.",Riesling
Germany,"Lighter in body and sweeter-tasting than the Abstberg Auslese #70, the regular auslese is almost delicate by comparison, featuring slatey, minerally notes to go alongside hints of honey, lime and orange. Finishes long and citrusy, with a dry mineral edge to help balance the sweetness.",Riesling
Germany,"Plump and rounded rather than racy. Some slightly dieselly aromas bring complexity to the mix of melon, spice and slate, while the mineral-laden finish lingers.",Riesling
Germany,"A succulent style that should have enormous appeal. Honey, pineapple and melon aromas and flavors show off Riesling's fruity side, but the wine's minerality keeps it from seeming overly simple.",Riesling
Germany,"A stunningly rich yet balanced dessert wine, this beauty starts with hints of paraffin and almonds, then unleashes waves of sweet dried-apricot and orange-marmalade flavors. Despite the intense, honeyed sweetness, there's enough lime-like acidity to prevent it from being cloying. This tour de force should age effortlessly for 40 or more years.",Riesling
Germany,"This is wonderfully exotic on the nose, blasting forth with waves of mango and peach, then settles down a bit on the palate, where the flavors are of honeyed peaches, dripping with nectar, framed by just enough citrus for balance. Moderately rich, with a long, squeaky-clean finish. Drink now–2025 or beyond.",Riesling
Germany,"Loosen excelled in 2005, and this beerenauslese is no exception. Brilliantly pure scents of pineapple and honey zoom from the glass, then turn lush and voluptuous on the palate, adding alluring hints of peaches and baked apple. Rich and viscous, it lingers on the finish like wildflower honey.",Riesling
Germany,"Strongly marked by rather stinky aromas at first, this wine reveals its full majesty on the palate, where it's lush and round without being soft, filled with baked apple, vanilla, honey and spice notes balanced by ripe acidity. Layered and long on the finish, where it reveals more complexity with every sip. Give it a vigorous decanting if you open a bottle now, or wait 10–20 years, maybe longer.",Riesling
Germany,"Wonderfully balanced and fine, with classic honey, bergamot and dried pineapple aromas that aren't overpowering. This is on the elegant side, blending sweet honey and candied pineapple flavors with zesty citrus fruit for balance. Exquisitely long on the finish, where the balance and elegance become even more apparent. Drink now–2030.",Riesling
Germany,"At 9.5% alcohol and with plenty of residual sugar, this is rather broad, but it still boasts excellent intensity and complexity. Aromas of wet slate speak to the wine's origins, mixing easily with hints of clover leaf, apple, melon and lime. Ends citrusy, but also on a slightly chalky note.",Riesling
Germany,"A terrific value, this may be the best-priced top-quality auslese on the market. From a site that produced several other gems this vintage, this is a lush, slightly viscous wine that boasts scents of apricots, honey and crushed stone, while the flavors feature a beautifully harmonious interplay of stone fruits and ripe citrus. Long and balanced on the finish, with at least a decade or two or evolution ahead.",Riesling
Germany,"Rich, lush and slightly oily in texture, this may lack the exotic notes of the goldkap bottling, but it's still an exceptional wine. Dried apricot notes provide sweetness and flavor, balanced by ripe citrus and a slightly pithy note on the long finish. Drink now–2020.",Riesling
Germany,"A creamy-textured, medium-bodied kabinett, Haart's 2007 features some leesy complexity upfront, then focused pineapple fruit on the midpalate. Finishes long, with citrus and mineral underpinnings that balance the wine's delicate sweetness. Now-2015.",Riesling
Germany,"Intrigues on the nose, offering tantalizing hints of smoke, nuts and honey. But this wine is thick and sweet, and it clings to the sides of the glass, defying attempts to shake it out afterwards. The gooey marmalade flavors finish long and sticky.",Riesling
Germany,"A decent value in sparkling wine, with pronounced yeasty notes and some green apple flavors delivered via a creamy, medium-bodied wine. Labeled trocken, but tastes slightly off-dry.",Sparkling Blend
Germany,"With its delicate aromas of flowers, fresh greens and a hint of mint, you might expect this to be a light, delicate wine. But it's broad and rather sweet, marked by flavors of ripe apples and vanilla. It comes across a bit soft on the finish, but luscious.",Riesling
Germany,"An affordable BA, presumably from a variety of vineyard sites, this is relatively light in body, but it's still a sweet little wine. Fresh apple and citrus aromas and flavors fold in touches of cinnamon, finishing clean and fresh. The bright acidity suggests this may work best as a foil for foie gras or cheeses rather than as a true dessert wine.",Riesling
Germany,"Crisp and clean, with a long, delicately wrought finish, this is a throwback to the auslesen of earlier times, without heaps of sweetness, but instead playing off the fine balance between sugar and acid. Floral and citrus aromas weave around a core of green apple fruit, while a bass line of slatey minerality underscores the melody.",Riesling
Germany,"Big and full-bodied, with just a touch of sugar in evidence, while the alcohol is up to 13%. Petrol and slate notes mark the nose, while the fruit features pineapple, nectarine and melon. Long, powerful and citrusy on the finish, with underlying minerality and spice that provides fascinating complexity. Great now, but there's no reason this shouldn't age well for five or more years.",Riesling
Germany,"Clean and freshly fruity, with apple and citrus aromas and flavors leading the way. This is clearly off-dry, but not cloying, instead coming across as soft and easy.",Riesling
Germany,"At 13.5% alcohol, this is pretty ripe Riesling, broad in the mouth and almost oily in texture. Hints of honey and ripe pear mark the nose, but this wine is more about minerally extract than fruit. Turns spicy on the mouthcoating finish.",Riesling
Germany,"Reasonably priced, this fruit-bowl auslese boasts hints of dried apricot, heaps of ultraripe stone fruit and just enough citrusy notes for balance. It's a more classic vintage, so not as rich or unctuous as the 2003s or 2005s, but leaner and more focused, with a balanced, fresh finish. Drink now–2020.",Riesling
Germany,"Presents an admirable blend of melon, lime, slate, mint and petrol, folding in apple notes on the palate. This is fairly sweet—close to unctuous—in style, while remaining fresh and fruit-driven from start to finish.",Riesling
Germany,"This plump, sweet auslese epitomizes the Pauly Bergweiler style. Honeydew and orange aromas and flavors are ripe and succulent—delicious in an easygoing way—but lack the complexity and extra sizzle to make the wine truly special.",Riesling
Germany,"Honeyed and viscous—this practically pours like syrup—this is a rich dessert wine, filled with flavors of dried apricots and ultraripe peaches. It's long and sugary on the finish, just lacks a bit of acid balance, and while the hints of caramelized nuts may add complexity, they could also be a hint of oxidation. Drink now, in small doses.",Riesling
Germany,"This may seem a bit sweet and heavy next to J.J. Prüm's bottling from the same vineyard, but it's still a darn good wine, with hints of dried apricots to accent pear, melon and spice flavors. It's thick and viscous, with a finish that lingers sweetly. Drink 2013-2020.",Riesling
Germany,"Light and frothy, this isn't quite as vinous as the Chardonnay sekt from Am-Turm. Instead, there's ginger, lime and cilantro aromas and wet-stone and lime flavors that finish clean and dry.",Weissburgunder
Germany,"Pleasantly off-dry, with simple, fruity aromas and flavors reminiscent of apple and citrus. A solid choice for an outdoor gathering this summer.",White Blend
Germany,"Willi Haag's 2007 spätlese from the Juffer boasts a high-class mélange of petrol and slate, flowers and citrus. It's medium in body, with surprisingly restrained fruit on the palate, finishing with just a touch of phenolic bitterness.",Riesling
